sym,name,rank,price_usd,price_btc,percent_change1h,percent_change1d,vol,last_up
BTC,1,2530.88,1.0,1.08304E9,4.1550279496E10,1.6417325E7,1.6417325E7,0.69,-0.87,-6.51,1498745050,2218.88323712,9.4952716096E8,3.6428127241E10
ETH,2,312.231,0.124046,1.92338E9,2.900180169E10,9.2885721E7,9.2885721E7,0.32,1.26,-8.0,1498745046,273.740411244,1.68627340712E9,2.5426575585E10
XRP,3,0.272223,1.0816E-4,1.17202E8,1.0423796458E10,3.829138779E10,9.9994608423E10,0.79,-1.49,-8.61,1498745340,0.2386644375,1.02753806248E8,9.138792526E9
LTC,4,41.1202,0.0163386,3.03172E8,2.12856998E9,5.1764582E7,5.1764582E7,0.42,-2.34,-14.3,1498745341,36.0510662248,2.65798168528E8,1.866168387E9
ETC,5,18.9048,0.00751072,1.33709E8,1.759432645E9,9.3068038E7,9.3068038E7,0.36,-2.64,-8.06,1498745048,16.5742918752,1.17225889316E8,1.542536826E9
XEM,6,0.161941,6.434E-5,7615770.0,1.457469E9,8.999999999E9,8.999999999E9,0.17,-5.85,-12.76,1498745045,0.1419775613,6676928.33748,1.277798051E9
DASH,7,179.05,0.0711348,3.37417E7,1.323464181E9,7391590.0,7391590.0,0.74,-3.21,-0.78,1498745055,156.9774322,2.95821581908E7,1.160312811E9
MIOTA,8,0.389987,1.5494E-4,3766040.0,1.083980676E9,2.779530283E9,2.779530283E9,1.5,2.71,-6.96,1498745055,0.3419109626,3301777.65296,9.50351875E8
XMR,9,45.2717,0.0179881,1.17095E7,6.65657197E8,1.4703605E7,1.4703605E7,0.95,-0.35,-4.34,1498745343,39.6907859108,1.0265999678E7,5.8359764E8
BTS,10,0.255295,1.0144E-4,6.73329E7,6.62855597E8,2.59643E9,2.59643E9,0.29,-4.7,-18.17,1498745343,0.2238232536,5.90323694196E7,5.8114141E8
STRAT,11,6.42772,0.00255367,7451440.0,6.32766729E8,9.8443418E7,9.8443418E7,1.25,-6.92,-7.9,1498745048,5.6353363893,6532856.28256,5.54761778E8
ZEC,12,317.02,0.125949,2.69678E7,4.92155718E8,1552444.0,1552444.0,0.56,-5.75,-15.63,1498745050,277.93904248,2.36433174872E7,4.31484729E8
ANS,13,9.28488,0.0036888,7.11861E7,4.64244E8,5.0E7,1.0E8,2.83,10.99,26.56,1498745049,8.1402771331,6.24105623364E7,4.07013857E8
GNT,14,0.543563,2.1595E-4,8212320.0,4.52805373E8,8.33032E8,1.0E9,-0.01,-3.32,-6.93,1498745050,0.4765547276,7199938.03968,3.96985338E8
SC,15,0.0152328,6.05E-6,1.62518E7,4.16294266E8,2.7328807994E10,2.7328807994E10,0.94,-4.75,-19.04,1498745045,0.0133549613,1.42483431032E7,3.64975174E8
STEEM,16,1.76282,7.0035E-4,2766640.0,4.15167239E8,2.3551312E8,2.52487214E8,0.22,-6.86,-9.75,1498745051,1.5455066017,2425579.68736,3.63987082E8
BCN,17,0.0022486,8.9E-7,5096780.0,4.11660824E8,1.83074279128E11,1.83074279128E11,1.37,-1.51,-11.59,1498745046,0.0019714016,4468469.34872,3.60912924E8
WAVES,18,4.01526,0.00159523,2349710.0,4.01526E8,1.0E8,1.0E8,1.18,-5.17,-18.44,1498745048,3.5202748082,2060047.15004,3.52027481E8
ICN,19,4.17497,0.00165868,3891250.0,3.6322239E8,8.7E7,1.0E8,0.8,-8.11,-20.23,1498745049,3.6602963983,3411552.265,3.18445787E8
BCC,20,51.2878,0.0203762,2673860.0,3.48705538E8,6798996.0,6798996.0,0.34,-0.01,-0.33,1498745058,44.9652451672,2344237.23464,3.05718515E8
XLM,21,0.0297917,1.184E-5,1.56907E7,3.03678801E8,1.0193402902E10,1.03018989394E11,2.42,-2.5,-22.07,1498745343,0.0261190984,1.37564132668E7,2.66242493E8
REP,22,27.1617,0.0107911,2965260.0,2.987787E8,1.1E7,1.1E7,0.38,-0.93,-9.69,1498745057,23.8133142708,2599714.60824,2.61946457E8
LSK,23,2.72317,0.00108189,6785290.0,2.96655686E8,1.0893763E8,1.0893763E8,0.51,-5.86,-12.22,1498745047,2.3874684951,5948826.58996,2.6008516E8
DOGE,24,0.00265584,1.06E-6,7907740.0,2.92162334E8,1.10007505796E11,1.10007505796E11,0.83,-3.55,-13.58,1498745341,0.0023284387,6932905.44376,2.5614573E8
GNO,25,245.538,0.09755,3244030.0,2.71218819E8,1104590.0,1.0E7,11.22,16.86,12.83,1498745054,215.269057512,2844118.95772,2.37784048E8
GAME,26,3.78085,0.00150227,2362700.0,2.39414553E8,6.3322944E7,6.3322944E7,0.44,3.35,-9.78,1498745343,3.3147619354,2071435.7948,2.09900484E8
FCT,27,25.8367,0.0102647,4140170.0,2.26154293E8,8753219.0,8753219.0,0.89,-6.51,-12.38,1498745046,22.6516549708,3629786.40308,1.98274897E8
ARDR,28,0.222173,8.827E-5,5900460.0,2.21950715E8,9.98999495E8,9.98999495E8,0.65,0.6,-13.4,1498745048,0.1947844013,5173074.89304,1.94589518E8
GBYTE,29,847.219,0.336592,1227740.0,2.16457608E8,255492.0,1000000.0,2.82,9.38,14.9,1498745051,742.777230556,1076389.12376,1.8977358E8
MAID,30,0.474873,1.8868E-4,1864810.0,2.14904922E8,4.52552412E8,4.52552412E8,-0.25,-0.6,-4.14,1498745342,0.4163325561,1634923.68244,1.88412302E8
SNT,31,0.0555806,2.208E-5,2.58658E7,1.92891571E8,3.470483788E9,6.804870174E9,1.61,0.0,0.0,1498745056,0.048728846,2.26771676392E7,1.6911267E8
KMD,32,1.77607,7.0562E-4,432562.0,1.79286292E8,1.0094551E8,1.0094551E8,-0.68,-3.37,-5.91,1498745051,1.5571231947,379237.486888,1.57184595E8
DCR,33,33.7467,0.0134072,1160050.0,1.76019223E8,5215894.0,5635894.0,0.28,-7.8,-17.97,1498745047,29.5865418108,1017043.6762,1.54320277E8
DGB,34,0.0200529,7.97E-6,7125170.0,1.74898301E8,8.721845781E9,8.721845781E9,0.07,-7.49,-25.93,1498745341,0.0175808587,6246807.54308,1.53337538E8
NXT,35,0.166603,6.619E-5,8756210.0,1.66436394E8,9.98999983E8,9.98999983E8,1.08,-3.91,-1.85,1498745044,0.1460648486,7676779.45604,1.45918781E8
DGD,36,82.3127,0.0327021,906940.0,1.646254E8,2000000.0,2000000.0,-0.39,-6.78,-9.48,1498745047,72.1655195948,795136.06456,1.44331039E8
BAT,37,0.15629,6.209E-5,2229170.0,1.5629E8,1.0E9,1.5E9,1.8,-4.94,-14.33,1498745054,0.137023194,1954366.83908,1.37023194E8
1ST,38,1.81204,7.199E-4,1.86012E7,1.5503519E8,8.5558371E7,9.3468691E7,0.35,1.73,-8.37,1498745050,1.588658957,1.63081184688E7,1.35923072E8
USDT,39,1.02691,4.0798E-4,1.26155E8,1.48587536E8,1.44693825E8,1.64951556E8,0.68,1.19,5.25,1498745044,0.9003166428,1.1060311622E8,1.30270259E8
BNT,40,3.27222,0.00130002,6736570.0,1.33137468E8,4.06872E7,8.0198751E7,-0.28,-3.57,-82.44,1498745055,2.8688338073,5906112.59668,1.16724814E8
MGO,41,1.791,7.1155E-4,501576.0,1.2537E8,7.0E7,1.0E8,-0.97,-7.17,-9.01,1498745054,1.570212684,439743.717024,1.09914888E8
SNGLS,42,0.184235,7.319E-5,397127.0,1.10541E8,6.0E8,1.0E9,-1.51,-8.95,-3.35,1498745050,0.1615232461,348170.771948,9.6913948E7
SYS,43,0.189406,7.526E-5,1862280.0,9.9585621E7,5.25778598E8,5.25778598E8,1.16,-4.03,-14.22,1498745343,0.1660567859,1632705.57072,8.7309104E7
PIVX,44,1.84976,7.3489E-4,439992.0,9.9393669E7,5.3733278E7,5.3733278E7,0.98,0.95,9.49,1498745047,1.6217289862,385751.546208,8.7140815E7
BTCD,45,75.0273,0.0298111,392571.0,9.669985E7,1288862.0,1288862.0,-0.22,-4.04,-7.0,1498745343,65.7782345652,344176.417404,8.4779079E7
MCAP,46,4.70094,0.00186764,79212.8,9.3845965E7,1.9963234E7,1.0E8,0.62,0.62,-4.18,1498745054,4.1214269206,69447.7628672,8.227701E7
ANT,47,2.66414,0.00105844,1280990.0,8.952887E7,3.3605167E7,3.9609523E7,-2.43,0.64,-6.18,1498745054,2.3357154774,1123074.67676,7.8492109E7
UBQ,48,1.7473,6.9427E-4,427593.0,6.5205361E7,3.7317782E7,3.7317782E7,4.46,0.17,-14.2,1498745343,1.5318998452,374881.045332,5.7167105E7
EMC,49,1.56898,6.2341E-4,1224100.0,6.3256074E7,4.0316686E7,4.0316686E7,1.6,-2.82,-18.68,1498745343,1.3755624215,1073197.8484,5.5458118E7
PPC,50,2.56112,0.00101763,2527810.0,6.1921371E7,2.4177458E7,2.4177458E7,1.92,-1.61,9.68,1498745340,2.2453953709,2216191.69444,5.4287952E7
LKK,51,0.37779,1.5009E-4,919340.0,6.131964E7,1.62311442E8,1.28569E9,2.16,1.12,-4.57,1498745058,0.33121756,806007.44216,5.37604E7
ARK,52,0.623981,2.479E-4,465552.0,5.9837195E7,9.589586E7,1.2714586E8,2.87,4.86,-5.16,1498745052,0.5470591182,408160.611648,5.2460705E7
